hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status
City Hotel,1,182,2017,July,12,11,3,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,G,1,No Deposit,0,Transient-Party,84.34934485820264,0,2,Check-Out
Resort Hotel,1,432,2016,July,16,31,0,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,E,0,No Deposit,0,Transient-Party,165.9108480203596,0,0,Check-Out
City Hotel,1,484,2017,November,46,19,1,2,1,0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,1,Transient,71.83089488649478,0,0,Check-Out
City Hotel,0,363,2016,June,44,14,1,6,3,0,0,FB,PRT,Online TA,TA/TO,0,0,0,A,E,0,No Deposit,1,Transient,223.58655423648207,0,2,Canceled
Resort Hotel,1,35,2015,January,48,21,1,3,2,2,1,BB,PRT,Online TA,TA/TO,0,0,0,D,A,0,No Deposit,3,Transient,35.27624758735027,0,1,Check-Out
City Hotel,0,287,2017,April,30,13,0,2,4,0,0,SC,FRA,Direct,TA/TO,0,0,0,E,A,0,No Deposit,1,Transient-Party,65.6324829511266,0,0,Check-Out
City Hotel,0,95,2016,January,20,5,1,5,3,0,0,BB,PRT,Direct,Direct,0,0,1,D,F,0,No Deposit,0,Transient,92.21414275872796,0,0,Canceled
Resort Hotel,0,25,2015,August,14,31,0,5,2,0,0,HB,PRT,Direct,Direct,0,0,0,E,E,0,No Deposit,3,Transient,88.66314223932841,0,0,Check-Out
City Hotel,0,476,2017,December,49,14,0,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,0,Transient,96.6966666970059,0,0,Check-Out
City Hotel,0,200,2016,October,17,22,1,3,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,E,D,1,No Deposit,0,Transient-Party,153.3865382966106,0,1,Canceled
City Hotel,0,686,2015,August,34,1,1,0,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,F,D,0,Non Refund,0,Transient,106.99101800454106,0,1,Check-Out
City Hotel,0,559,2016,February,16,5,2,2,2,3,0,HB,PRT,Online TA,TA/TO,0,0,0,A,D,1,No Deposit,1,Transient-Party,104.06843247344081,0,1,Check-Out
City Hotel,1,98,2016,May,49,17,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Contract,75.32522956300339,0,0,Check-Out
City Hotel,0,549,2015,March,15,19,1,3,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,3,Transient,103.88008978646435,0,1,Check-Out
City Hotel,1,446,2015,July,31,20,0,3,1,0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,A,0,No Deposit,0,Transient,115.83686704729955,0,0,Check-Out
City Hotel,1,179,2015,February,7,14,2,7,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,A,0,No Deposit,2,Transient,107.98430486468334,0,1,Check-Out
Resort Hotel,0,134,2017,April,43,8,1,2,1,0,0,BB,PRT,Online TA,Corporate,0,0,0,A,D,0,No Deposit,2,Transient,76.87363284817671,0,0,Canceled
Resort Hotel,1,618,2016,October,39,9,5,3,2,0,1,BB,PRT,Corporate,TA/TO,0,0,0,E,E,0,Non Refund,1,Transient,57.277402349839946,0,2,Check-Out
City Hotel,0,286,2017,October,37,26,0,4,2,0,0,HB,DEU,Online TA,TA/TO,0,0,0,D,D,0,Non Refund,2,Transient,105.83648081301303,0,0,Check-Out
City Hotel,0,620,2015,April,14,24,1,4,2,0,0,BB,FRA,Offline TA/TO,TA/TO,1,0,0,F,B,0,No Deposit,2,Transient,26.18173904721243,0,1,Check-Out
City Hotel,0,716,2017,May,25,5,1,7,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,B,0,No Deposit,1,Contract,81.67294596576028,0,0,Check-Out
City Hotel,0,575,2017,September,33,5,1,2,2,0,0,BB,BRA,Online TA,TA/TO,0,0,0,D,E,0,No Deposit,2,Transient,167.70904845533454,0,0,Canceled
Resort Hotel,0,108,2016,May,12,27,0,3,1,0,0,BB,PRT,Online TA,Direct,0,0,1,E,D,0,Non Refund,0,Transient,212.28816313112821,0,0,Check-Out
City Hotel,1,210,2016,December,17,28,0,3,3,0,0,BB,ESP,Direct,TA/TO,0,0,0,A,A,0,No Deposit,2,Transient,96.97902010220987,0,0,Check-Out
Resort Hotel,0,613,2016,October,35,24,1,6,1,0,0,BB,PRT,Direct,TA/TO,0,0,2,A,D,1,No Deposit,1,Transient-Party,169.88927049536653,0,0,Check-Out
City Hotel,1,639,2015,March,25,3,0,3,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,1,Transient,139.539385876749,0,4,Canceled
Resort Hotel,0,180,2016,April,5,2,3,3,2,0,0,HB,FRA,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,0,Transient,88.33594373802103,0,0,Check-Out
City Hotel,0,421,2016,January,16,27,0,2,2,1,0,SC,PRT,Offline TA/TO,TA/TO,0,0,0,E,D,1,Non Refund,2,Transient,123.9341861883905,0,0,Canceled
City Hotel,0,83,2017,November,12,1,0,1,1,0,0,BB,Other,Online TA,TA/TO,0,1,1,E,K,0,No Deposit,1,Transient,180.24552199229691,0,2,Check-Out
City Hotel,1,510,2015,April,7,2,1,1,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,1,Transient,36.31858210095979,0,1,Canceled
City Hotel,0,245,2016,December,10,17,1,3,2,0,0,BB,Other,Offline TA/TO,Direct,0,0,0,A,A,1,No Deposit,0,Transient-Party,160.66968365712353,0,1,Check-Out
Resort Hotel,0,215,2016,November,5,30,0,2,1,0,0,HB,PRT,Online TA,TA/TO,0,0,0,D,A,0,Refundable,2,Contract,119.92704020792289,0,1,Check-Out
City Hotel,0,266,2016,May,32,24,3,4,1,0,0,HB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,101.28472895495442,0,0,Check-Out
City Hotel,0,253,2015,May,4,16,1,3,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,C,0,No Deposit,1,Transient,11.57707349557873,0,0,Check-Out
City Hotel,1,227,2015,June,46,5,1,2,1,2,0,BB,FRA,Online TA,TA/TO,0,0,0,C,A,1,No Deposit,1,Transient,217.37331246190092,0,0,Check-Out
City Hotel,0,88,2015,November,2,4,0,3,2,0,0,HB,FRA,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1,Transient,126.27330899056662,0,0,Check-Out
Resort Hotel,0,175,2016,April,21,11,0,3,2,0,0,BB,GBR,Offline TA/TO,Direct,0,0,0,D,E,0,No Deposit,0,Transient,160.9775492595571,0,0,Check-Out
Resort Hotel,1,670,2017,March,30,2,2,6,1,0,0,FB,DEU,Online TA,TA/TO,0,0,0,F,A,0,No Deposit,3,Transient-Party,5.749257069974803,0,0,Check-Out
Resort Hotel,0,558,2016,November,21,23,0,4,2,0,0,BB,PRT,Corporate,Direct,0,0,0,E,A,2,Non Refund,0,Transient,23.000556691201027,0,2,Check-Out
Resort Hotel,0,157,2015,March,5,1,2,4,2,0,0,BB,GBR,Corporate,TA/TO,0,0,1,A,A,1,No Deposit,0,Transient,126.67591412463956,0,1,Check-Out
City Hotel,0,324,2015,July,18,20,0,3,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,1,A,A,0,No Deposit,0,Transient,99.23590978836205,0,0,Check-Out
City Hotel,1,151,2016,February,51,6,1,5,1,0,0,BB,Other,Offline TA/TO,TA/TO,0,0,0,D,A,0,Refundable,2,Transient-Party,21.555675709926177,0,0,Check-Out
City Hotel,1,126,2017,July,23,30,1,3,1,0,0,BB,PRT,Direct,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,123.80649320940553,0,5,Check-Out
Resort Hotel,0,596,2016,July,9,7,1,2,2,0,0,SC,BRA,Corporate,TA/TO,0,0,0,A,C,0,No Deposit,1,Transient-Party,165.48659185815256,0,0,Check-Out
Resort Hotel,0,261,2015,April,52,18,1,2,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,A,0,No Deposit,2,Transient,67.53245522638124,0,3,Canceled
City Hotel,0,488,2016,August,4,22,1,2,1,0,0,BB,PRT,Online TA,Direct,1,2,0,B,D,1,No Deposit,1,Transient,42.6693756804573,0,2,Check-Out
City Hotel,0,687,2017,October,52,18,1,1,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,A,0,No Deposit,0,Transient,118.48754094235748,0,0,Check-Out
City Hotel,1,520,2017,April,46,17,3,3,1,0,0,BB,PRT,Corporate,TA/TO,0,0,0,D,D,0,No Deposit,1,Transient,129.93682774342798,0,0,Canceled
City Hotel,1,352,2016,May,9,18,7,4,1,0,0,BB,PRT,Direct,TA/TO,0,0,0,E,E,1,Refundable,1,Transient,129.27714102770707,0,0,Canceled
City Hotel,1,715,2015,April,51,30,2,1,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,A,0,No Deposit,0,Transient,74.73676763588709,0,0,Canceled
City Hotel,0,710,2016,August,33,10,2,4,2,0,0,BB,Other,Online TA,TA/TO,0,1,1,G,C,0,No Deposit,0,Transient,234.69830122443673,0,1,Canceled
City Hotel,0,401,2015,September,18,15,0,2,1,0,0,SC,FRA,Direct,TA/TO,0,0,0,A,K,0,No Deposit,1,Transient,64.09486431438873,0,0,Check-Out
City Hotel,0,34,2017,June,49,1,0,2,2,0,0,BB,FRA,Direct,Corporate,0,0,0,G,A,0,No Deposit,0,Transient,160.36159996740773,0,0,Check-Out
Resort Hotel,0,37,2017,January,31,17,1,3,1,0,0,BB,FRA,Online TA,Direct,0,0,0,A,A,1,No Deposit,0,Transient,202.5555765231104,0,0,Canceled
City Hotel,0,570,2016,February,40,20,0,1,3,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,E,0,No Deposit,1,Transient,92.49596414621193,0,0,Check-Out
City Hotel,0,376,2016,January,18,24,1,4,1,0,0,BB,Other,Online TA,TA/TO,0,0,0,A,D,1,No Deposit,0,Transient,48.02701931146248,0,1,Check-Out
Resort Hotel,0,149,2016,August,5,30,2,5,1,0,1,HB,FRA,Offline TA/TO,TA/TO,0,0,0,A,F,2,No Deposit,0,Transient-Party,61.83898084845698,1,0,Canceled
Resort Hotel,0,498,2016,January,22,29,3,4,1,0,1,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,48.26259847424046,0,1,Check-Out
City Hotel,0,128,2015,October,37,13,1,4,1,0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,G,1,No Deposit,1,Transient,129.12178459139463,0,0,Check-Out
Resort Hotel,1,672,2016,February,10,3,0,5,2,0,0,BB,USA,Offline TA/TO,TA/TO,0,1,0,A,D,0,No Deposit,2,Transient,15.497643720277892,0,1,Canceled
Resort Hotel,0,382,2015,December,34,30,3,3,2,0,0,BB,PRT,Corporate,TA/TO,0,0,0,A,D,0,No Deposit,1,Transient-Party,134.62502652749794,0,1,Check-Out
Resort Hotel,0,307,2015,May,36,28,0,1,1,0,0,BB,PRT,Online TA,TA/TO,0,1,0,A,D,1,No Deposit,0,Transient,79.94106147667517,0,3,Check-Out
Resort Hotel,0,637,2016,August,51,3,2,3,3,1,0,BB,FRA,Corporate,TA/TO,0,0,0,A,D,0,Non Refund,0,Transient-Party,120.95054556069046,0,0,Check-Out
City Hotel,0,397,2015,December,10,4,3,4,2,0,0,BB,ITA,Groups,TA/TO,0,0,0,F,F,0,Non Refund,1,Transient,102.33716339009574,0,5,Check-Out
Resort Hotel,1,70,2016,September,24,27,0,6,2,0,0,BB,PRT,Online TA,TA/TO,0,0,2,F,D,1,No Deposit,1,Transient,127.83290295111257,0,1,Check-Out
City Hotel,1,461,2015,March,2,15,1,7,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,86.91355834828221,0,0,Check-Out
City Hotel,0,370,2015,September,47,30,1,2,1,0,0,BB,PRT,Online TA,Direct,0,0,1,D,D,1,No Deposit,2,Transient,53.54457158144032,0,1,Check-Out
City Hotel,0,364,2015,January,25,1,1,3,1,0,0,BB,Other,Corporate,TA/TO,0,0,0,B,A,0,No Deposit,0,Transient-Party,114.22439718566973,0,1,Canceled
City Hotel,1,220,2015,April,15,19,2,7,2,0,0,BB,PRT,Direct,TA/TO,0,1,0,A,D,0,No Deposit,4,Transient-Party,147.02645888004545,0,0,Check-Out
City Hotel,0,590,2016,August,11,28,0,1,2,0,0,BB,GBR,Online TA,Direct,0,0,0,E,C,1,No Deposit,1,Group,84.30633287155067,0,2,Check-Out
City Hotel,0,174,2016,December,47,11,0,4,2,0,0,BB,PRT,Online TA,Direct,0,0,0,D,E,0,No Deposit,1,Transient,121.54187852416955,0,1,Check-Out
City Hotel,1,190,2017,April,33,17,0,1,2,0,0,HB,Other,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,131.7660320493316,0,0,Canceled
City Hotel,1,264,2017,July,27,25,1,4,3,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,Non Refund,0,Transient,145.0295566563465,0,3,Check-Out
Resort Hotel,0,702,2017,December,46,10,1,4,2,0,0,BB,Other,Online TA,TA/TO,0,0,0,D,E,1,No Deposit,1,Transient,115.49795913847535,1,1,Check-Out
Resort Hotel,0,736,2015,February,12,11,2,2,2,0,0,BB,USA,Offline TA/TO,GDS,0,0,0,E,D,0,No Deposit,1,Transient,168.3804779392718,0,2,Check-Out
Resort Hotel,1,228,2016,October,15,28,1,5,2,0,0,HB,PRT,Groups,TA/TO,0,0,0,G,A,0,No Deposit,0,Transient,54.223641582990545,0,2,Check-Out
City Hotel,0,437,2016,August,2,11,1,1,1,0,0,BB,PRT,Groups,TA/TO,0,0,0,E,A,2,No Deposit,1,Transient,173.0478026713543,0,0,Canceled
Resort Hotel,1,148,2015,March,20,17,0,1,2,0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,G,0,No Deposit,2,Transient,157.7397569625396,0,5,Check-Out
City Hotel,0,70,2017,May,30,29,0,3,2,0,0,SC,FRA,Groups,TA/TO,0,0,0,A,G,0,No Deposit,2,Transient-Party,147.01245470714775,0,0,Canceled
City Hotel,1,408,2016,January,29,3,1,1,4,0,0,BB,GBR,Corporate,TA/TO,0,1,0,D,A,0,No Deposit,1,Transient,81.41332250588563,1,1,Check-Out
City Hotel,0,227,2016,November,12,22,2,1,1,0,0,BB,ESP,Offline TA/TO,Direct,0,0,0,E,F,0,No Deposit,0,Transient,64.17949602478822,0,0,No-Show
City Hotel,0,480,2016,October,38,24,2,4,1,0,0,BB,PRT,Direct,TA/TO,0,0,0,A,A,0,Non Refund,1,Transient,85.0562231607436,0,0,Check-Out
City Hotel,0,51,2015,April,26,5,2,4,2,0,0,BB,Other,Online TA,TA/TO,0,0,0,E,A,0,No Deposit,0,Transient,85.95113728634082,0,0,Canceled
City Hotel,1,432,2015,April,40,22,0,3,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,B,F,1,No Deposit,0,Group,13.750601952109875,0,3,Check-Out
City Hotel,0,1,2017,September,30,24,0,4,2,0,0,BB,Other,Offline TA/TO,TA/TO,0,0,0,A,F,0,No Deposit,0,Transient,85.72865436199567,0,1,Check-Out
City Hotel,0,705,2016,September,30,31,1,4,2,1,0,BB,Other,Corporate,TA/TO,0,0,0,E,A,0,Non Refund,0,Transient-Party,113.34962627138172,0,0,Check-Out
City Hotel,0,24,2016,February,8,3,0,7,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,D,0,No Deposit,1,Transient,71.00004782156196,0,1,Check-Out
Resort Hotel,1,303,2016,November,32,23,1,2,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,E,F,0,No Deposit,0,Transient-Party,46.683376593905614,0,0,Canceled
City Hotel,0,220,2015,September,45,11,1,7,1,0,0,BB,GBR,Corporate,TA/TO,0,0,0,A,A,1,No Deposit,1,Contract,61.05532130435317,0,1,Check-Out
City Hotel,0,540,2017,June,39,7,2,4,2,0,0,BB,GBR,Offline TA/TO,Direct,0,0,0,A,F,2,No Deposit,0,Transient,91.30282817255558,0,3,Check-Out
Resort Hotel,0,254,2016,February,51,3,1,5,1,0,1,BB,FRA,Offline TA/TO,TA/TO,0,0,0,D,A,0,Non Refund,3,Transient,57.83928614221336,1,1,Check-Out
City Hotel,1,481,2016,May,25,2,3,4,2,1,0,HB,DEU,Online TA,TA/TO,0,0,0,A,D,1,No Deposit,1,Group,109.95048787565553,0,0,Check-Out
Resort Hotel,0,208,2017,October,23,12,0,4,1,0,0,SC,PRT,Groups,TA/TO,0,0,0,E,A,0,Non Refund,0,Transient,29.675340508364584,0,0,Check-Out
City Hotel,0,291,2015,July,35,12,3,3,1,0,0,BB,PRT,Groups,TA/TO,0,0,1,A,F,0,No Deposit,0,Transient,88.98638462231298,0,0,Check-Out
City Hotel,0,498,2017,February,31,1,1,6,2,0,0,BB,GBR,Corporate,TA/TO,0,0,0,A,E,0,Non Refund,2,Transient,21.84805832625274,0,1,Check-Out
City Hotel,0,173,2016,October,13,8,3,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,A,0,No Deposit,1,Contract,0.4817248673599721,0,0,Canceled
City Hotel,1,636,2016,July,29,17,1,2,1,0,0,BB,PRT,Corporate,TA/TO,0,0,0,D,A,1,No Deposit,0,Transient,13.673573527916531,0,0,Canceled
City Hotel,0,122,2016,May,42,15,1,4,3,0,0,HB,PRT,Direct,TA/TO,0,0,1,D,E,1,No Deposit,1,Transient,46.548316063025986,1,0,Check-Out
City Hotel,0,701,2015,September,2,29,0,5,2,0,0,BB,PRT,Direct,TA/TO,0,0,1,D,E,0,No Deposit,0,Transient,62.643491704533716,0,0,Canceled
City Hotel,1,617,2015,May,12,1,0,4,1,0,1,BB,FRA,Corporate,GDS,0,0,0,D,A,0,Non Refund,1,Transient,101.42906422495284,0,0,Check-Out
Resort Hotel,0,544,2016,January,37,12,1,2,4,0,0,BB,FRA,Groups,TA/TO,0,1,0,A,A,0,Non Refund,2,Transient,131.14787170897188,0,0,Check-Out
City Hotel,1,104,2016,November,11,5,0,5,1,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,D,1,No Deposit,0,Transient,139.03351831617704,0,0,Check-Out
City Hotel,1,82,2016,July,3,21,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,Non Refund,3,Transient,83.21512563671732,0,0,Check-Out
Resort Hotel,0,263,2015,February,44,9,2,3,2,0,0,BB,GBR,Online TA,TA/TO,0,1,0,A,A,0,No Deposit,1,Transient,79.4287232097457,0,0,Check-Out
City Hotel,1,93,2015,December,44,15,3,7,2,0,0,BB,BRA,Offline TA/TO,TA/TO,0,0,0,E,K,0,No Deposit,1,Transient,212.47460485111338,0,1,Check-Out
City Hotel,0,733,2017,October,30,20,1,3,1,0,0,BB,Other,Online TA,TA/TO,0,0,0,A,B,1,No Deposit,2,Transient,151.89071080978897,0,0,Check-Out
City Hotel,1,94,2015,May,27,16,1,4,1,0,0,SC,Other,Online TA,TA/TO,0,0,0,A,E,0,No Deposit,1,Transient,42.53317718393881,0,4,Check-Out
Resort Hotel,0,392,2016,August,10,10,1,1,1,0,0,BB,FRA,Online TA,TA/TO,0,0,1,G,A,0,No Deposit,3,Transient,90.96878353930623,0,2,Canceled
Resort Hotel,0,372,2015,December,50,21,0,1,2,0,1,BB,DEU,Online TA,TA/TO,0,0,0,D,E,0,No Deposit,0,Transient,154.22050977300484,0,1,Check-Out
Resort Hotel,0,517,2017,December,6,21,1,0,2,0,0,BB,PRT,Direct,Corporate,0,0,1,A,D,0,No Deposit,0,Transient,84.51599056880161,0,0,Canceled
City Hotel,0,705,2016,December,49,25,0,2,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,145.86030860661546,0,5,Check-Out
City Hotel,0,684,2016,June,15,22,2,1,1,0,0,BB,BRA,Online TA,Direct,0,0,0,A,A,1,No Deposit,1,Transient,174.80284989463385,2,0,Check-Out
City Hotel,1,398,2017,December,46,14,0,6,2,0,0,BB,Other,Offline TA/TO,Direct,0,0,0,D,E,0,No Deposit,2,Transient,125.70119049261035,0,0,Canceled
Resort Hotel,1,228,2016,May,43,30,2,3,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,1,A,D,2,No Deposit,1,Transient,94.36013678367598,1,0,Canceled
City Hotel,0,582,2017,December,16,24,0,4,2,0,0,HB,PRT,Corporate,TA/TO,0,0,0,D,G,1,No Deposit,1,Transient,86.09935336282658,0,0,Check-Out
City Hotel,0,345,2015,January,4,31,0,1,1,0,0,BB,GBR,Online TA,TA/TO,0,0,1,D,A,0,No Deposit,1,Transient,115.89256124250328,0,3,Check-Out
City Hotel,1,76,2015,October,33,19,0,4,1,0,0,SC,BRA,Online TA,TA/TO,0,0,0,F,D,1,No Deposit,1,Transient,111.7291388655918,0,0,Check-Out
City Hotel,0,573,2016,April,19,11,0,1,1,0,0,BB,DEU,Direct,Direct,0,0,0,G,A,0,No Deposit,0,Transient,169.79539705272668,0,0,Check-Out
City Hotel,0,36,2017,January,12,13,2,3,2,0,0,BB,Other,Corporate,TA/TO,0,0,0,D,G,0,No Deposit,0,Transient,84.22552658822012,1,0,Check-Out
City Hotel,0,195,2016,June,24,29,1,8,1,0,0,BB,Other,Online TA,TA/TO,0,0,0,D,A,1,No Deposit,2,Transient-Party,157.7417211854812,0,0,Check-Out
Resort Hotel,1,459,2017,November,40,8,0,4,1,0,0,BB,USA,Direct,TA/TO,0,0,0,G,A,0,No Deposit,1,Group,63.15335029213641,0,1,Check-Out
City Hotel,0,193,2015,September,27,30,1,2,2,0,0,BB,ESP,Direct,TA/TO,0,0,0,A,D,1,No Deposit,1,Transient-Party,49.77218808720865,0,0,Canceled
City Hotel,0,47,2016,October,3,22,1,2,1,0,0,BB,DEU,Corporate,TA/TO,0,0,0,A,G,0,No Deposit,1,Contract,51.27248692598467,0,1,Check-Out
City Hotel,0,717,2017,November,21,6,1,3,1,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,0,Transient,76.75086434173672,0,1,Check-Out
City Hotel,1,570,2016,July,38,21,1,3,1,0,0,BB,BRA,Online TA,TA/TO,0,0,1,A,A,0,No Deposit,0,Transient,143.3187274570156,0,0,Check-Out
City Hotel,1,250,2016,September,42,23,1,2,3,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,0,Group,90.35736920648895,0,1,Check-Out
City Hotel,0,125,2017,November,8,9,1,5,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,1,Transient,58.04471287571567,1,0,Check-Out
Resort Hotel,0,185,2015,January,33,27,1,1,2,0,0,BB,PRT,Online TA,Direct,0,0,0,D,K,0,No Deposit,1,Transient-Party,105.59425353467485,0,0,Check-Out
Resort Hotel,1,1,2015,November,20,31,0,3,1,0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,E,B,0,No Deposit,0,Transient-Party,156.77534183107437,0,0,Check-Out
City Hotel,0,285,2016,February,19,10,0,4,3,1,0,BB,PRT,Corporate,TA/TO,0,0,0,A,B,0,No Deposit,0,Contract,87.61399607612701,0,0,Canceled
City Hotel,0,15,2017,November,6,9,2,4,1,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,C,0,No Deposit,0,Transient,107.73838219420993,0,0,Check-Out
City Hotel,0,122,2016,June,36,1,0,2,2,0,0,BB,ESP,Online TA,Direct,0,0,1,A,D,0,No Deposit,1,Transient,19.50089639348522,0,0,Check-Out
City Hotel,0,445,2016,January,14,7,0,1,2,2,0,BB,Other,Online TA,TA/TO,0,0,0,D,A,1,No Deposit,2,Contract,81.67636885230554,0,2,Check-Out
City Hotel,1,361,2016,September,28,12,1,4,4,0,0,BB,PRT,Corporate,TA/TO,0,0,0,A,C,0,No Deposit,1,Transient,164.75770141886585,1,0,Check-Out
City Hotel,0,677,2016,July,21,18,1,6,2,0,0,BB,PRT,Direct,TA/TO,0,0,0,D,F,0,No Deposit,0,Transient-Party,179.8452931678971,0,0,Canceled
City Hotel,0,415,2015,April,43,19,1,4,2,0,0,HB,DEU,Online TA,TA/TO,1,1,1,F,G,1,No Deposit,0,Transient,126.86399613891224,0,1,Canceled
Resort Hotel,0,114,2016,July,36,23,1,4,3,0,1,BB,ITA,Corporate,TA/TO,0,0,1,A,B,0,No Deposit,0,Transient,37.73717680145119,0,0,Check-Out
City Hotel,0,412,2015,July,11,11,1,4,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,159.3643596086201,0,0,Check-Out
City Hotel,0,490,2016,May,44,25,0,3,1,1,0,BB,Other,Online TA,TA/TO,0,0,0,A,D,0,Non Refund,1,Transient-Party,56.63636520936491,0,0,Check-Out
City Hotel,0,393,2016,December,9,29,1,2,3,0,0,BB,PRT,Direct,Corporate,0,1,0,B,D,0,No Deposit,0,Transient,28.811379469060213,0,0,Check-Out
City Hotel,1,247,2017,February,16,30,1,5,1,0,0,BB,DEU,Offline TA/TO,Direct,0,0,0,F,A,0,No Deposit,2,Transient-Party,173.43460194061504,0,0,Check-Out
City Hotel,0,315,2016,June,45,2,1,4,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,40.67702913346901,0,0,Check-Out
Resort Hotel,0,569,2016,December,24,22,0,3,2,0,0,BB,PRT,Corporate,TA/TO,0,0,0,D,D,1,No Deposit,0,Transient-Party,134.40311646855147,0,0,Check-Out
City Hotel,0,452,2015,August,45,18,0,3,2,0,0,BB,Other,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,87.50991744068797,0,0,Check-Out
City Hotel,0,103,2016,February,25,4,1,3,2,2,0,HB,PRT,Offline TA/TO,TA/TO,0,0,1,E,E,0,No Deposit,3,Contract,91.19479073078796,0,0,Check-Out
City Hotel,0,571,2017,January,53,29,2,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,183.6011881688865,0,0,Check-Out
City Hotel,0,41,2016,November,47,22,1,2,2,0,0,BB,USA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,2,Transient,107.76947554314536,0,0,Check-Out
City Hotel,0,231,2016,July,29,18,2,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,1,Transient,127.36227553024719,0,3,Check-Out
City Hotel,0,121,2016,November,12,25,2,2,2,0,0,BB,USA,Groups,TA/TO,0,0,0,D,A,1,No Deposit,2,Transient-Party,119.30428916350233,0,1,Check-Out
City Hotel,1,602,2017,June,38,14,2,3,1,0,0,BB,BRA,Offline TA/TO,TA/TO,0,1,1,F,D,0,No Deposit,1,Transient,110.64995720637697,0,0,Check-Out
City Hotel,1,167,2015,February,2,22,1,1,1,0,0,BB,PRT,Groups,TA/TO,0,0,0,C,D,0,No Deposit,1,Transient,131.28579243239182,1,0,Check-Out
City Hotel,0,563,2016,June,15,8,0,3,2,0,0,HB,PRT,Direct,TA/TO,0,0,0,B,A,1,No Deposit,0,Transient,171.24770382227328,0,0,Check-Out
Resort Hotel,1,400,2016,June,12,24,2,3,2,0,0,BB,FRA,Online TA,TA/TO,0,1,0,A,F,0,No Deposit,0,Transient,83.02724593430123,0,0,Canceled
